Band,Lyrics,Song,Test_Artist
Bob Dylan,"Frankie was a good girl
Everybody knows
Paid one-hundred dollars for Albert's new suit of clothes
He was her man but he done her wrong

Albert said, ""I'm leaving you
Won't be gone for long
Don't wait for me
A-worry about me when I'm gone""
He was her man but he done her wrong

Frankie went down to the corner saloon
Get a bucket of beer
Said to the bartender
""Has my loving man been here?""
He was her man but he done her wrong

""Well, I ain't gonna tell you no stories
I ain't gonna tell you no lies
I saw Albert an hour ago
With a gal named Alice Bly""
He was her man but he done her wrong

Frankie went down to 12th Street
Looking up through the window high
She saw her Albert there
Loving up Alice Bly
He was her man but he done her wrong

Frankie pulled out a pistol
Pulled out a forty-four
Gun went off a rootie-toot-toot
And Albert fell on the floor
He was her man but he done her wrong

Frankie got down upon her knees
Took Albert into her lap
Started to hug and kiss him
But there was no bringing him back
He was her man but he done her wrong

""Gimme a thousand policemen
Throw me into a cell
I shot my Albert dead
And now I'm going to hell
He was my man but he done me wrong""

Judge said to the jury
""Plain as a thing can be
A woman shot her lover down
Murder in the second degree""
He was her man but he done her wrong

Frankie went to the scaffold
Calm as a girl could be
Turned her eyes up towards the heavens
Said, ""Nearer, my God, to Thee""
He was her man but he done her wrong",Frankie and Albert,1
Bob Dylan,"Frog went a-courtin', and he did ride, uh-huh
Frog went a-courtin', and he did ride, uh-huh
Frog went a-courtin', and he did ride
With a sword and a pistol by his side, uh-huh

Well he rode up to Miss Mousey's door, uh-huh
He rode up to Miss Mousey's door, uh-huh
He rode up to Miss Mousey's door
Gave three loud raps and a very big roar, uh-huh

Said, ""Miss Mouse, are you within?"" uh-huh
Said he, ""Miss Mouse, are you within?"" uh-huh
Said, ""Miss Mouse, are you within?""
""Yes, kind sir, I sit and spin,"" uh-huh

He took Miss Mousey on his knee, uh-huh
Took Miss Mousey on his knee, uh-huh
Took Miss Mousey on his knee.
Said, ""Miss Mousey, will you marry me?"" uh-huh

""Without my uncle Rat's consent, uh-huh
""Without my uncle Rat's consent, uh-huh
""Without my uncle Rat's consent
I wouldn't marry the president, uh-huh

Uncle Rat laughed and he shook his fat sides, uh-huh
Uncle Rat laughed and he shook his fat sides, uh-huh
Uncle Rat laughed and he shook his fat sides
To think his niece would be a bride, uh-huh

Uncle Rat went runnin' downtown, uh-huh
Uncle Rat went runnin' downtown, uh-huh
Uncle Rat went runnin' downtown
To buy his niece a wedding gown, uh-huh

Where shall the wedding supper be? uh-huh
Where shall the wedding supper be? uh-huh
Where shall the wedding supper be?
Way down yonder in a hollow tree, uh-huh

What should the wedding supper be? uh-huh
What should the wedding supper be? uh-huh
What should the wedding supper be?
Fried mosquito in a black-eye pea, uh-huh

Well, first to come in was a flyin' moth, uh-huh
First to come in was a flyin' moth, uh-huh
First to come in was a flyin' moth
She laid out the table cloth, uh-huh

Next to come in was a juney bug, uh-huh
Next to come in was a juney bug, uh-huh
Next to come in was a juney bug
She brought the water jug, uh-huh

Next to come in was a bumbley bee, uh-huh
Next to come in was a bumbley bee, uh-huh
Next to come in was a bumbley bee
Sat mosquito on his knee, uh-huh

Next to come in was a broken black flea, uh-huh
Next to come in was a broken black flea, uh-huh
Next to come in was a broken black flea
Danced a jig with the bumbley bee, uh-huh

Next to come in was mrs. cow, uh-huh
Next to come in was mrs. cow, uh-huh
Next to come in was mrs. cow
She tried to dance but she didn't know how, uh-huh

Next to come in was a little black tick, uh-huh
Next to come in was a little black tick, uh-huh
Next to come in was a little black tick
She ate so much she made us sick, uh-huh

Next to come in was a big black snake, uh-huh
Next to come in was a big black snake, uh-huh
Next to come in was a big black snake
Ate up all of the wedding cake, uh-huh

Next to come was the old gray cat, uh-huh
Next to come was the old gray cat, uh-huh
Next to come was the old gray cat
Swallowed the mouse and ate up the rat, uh-huh

Mr. Frog went a-hoppin' up over the brook, uh-huh
Mr. Frog went a-hoppin' up over the brook, uh-huh
Mr. Frog went a-hoppin' up over the brook
A lily-white duck come and swallowed him up, uh-huh

A little piece of cornbread layin' on a shelf, uh-huh
A little piece of cornbread layin' on a shelf, uh-huh
A little piece of cornbread layin' on a shelf
If you want anymore, you can sing it yourself, uh-huh",Froggie Went A-Courtin',1
Bob Dylan,"Come and listen for a moment, lads
And hear me tell my tale
How across the sea from England
I was condemned to sail
Now the jury found me guilty
Then says the judge, says he
""Oh, for life, Jim Jones, I'm sending you
Across the stormy sea
But take a tip before you ship
To join the iron gang
Don't get too gay in Botany Bay
Or else you'll surely hang
Or else you'll surely hang,"" says he
""And after that, Jim Jones
It's high above on the gallows tree
The crows will pick your bones""

And our ship was high upon the sea
When pirates came along
But the soldiers on our convict ship
Were full five hundred strong
For they opened fire and somehow drove
That pirate ship away
But I'd rather have joined that pirate ship
Than gone to Botany Bay
With the storms ragin' round us
And the winds a-blowin' gale
I'd rather have drowned in misery
Than gone to New South Wales
There's no time for mischief there they say
Remember that, says they
Or they'll flog the poaching out of you
Down there in Botany Bay

Now it's day and night and the irons clang
And like poor galley slaves
We toil and toil, and when we die
Must fill dishonored graves
And it's by and by I'll slip my chains
Into the bush I'll go
And I'll join the bravest rankers there
Jack Donohue and co
And some dark night, when everything
Is silent in the town
I'll shoot those tyrants one and all
I'll gun the flogger down
Oh, I'll give the land a little shock
Remember what I say
And they'll yet regret they've sent Jim Jones
In chains to Botany Bay",Jim Jones,1
Bob Dylan,"Oh, where is little Maggie
Over yonder she stands
Rifle on her shoulder
Six-shooter in her hand

How can I ever stand it
Just to see them two blue eyes
Shinin' like some diamonds
Like some diamonds in the sky

Rather be in some lonely hollow
Where the sun don't ever shine
Than to see you be another man's darling
And to know that you'll never be mine

Well, it's march me away to the station
With my suitcase in my hand
Yes, march me away to the station
I'm off to some far-distant land

Sometimes I have a nickel
And sometimes I have a dime
Sometimes I have ten dollars
Just to pay for little Maggie's wine

Pretty flowers are made for blooming
Pretty stars are made to shine
Pretty girls are made for boy's love
Little Maggie was made for mine

Well, yonder stands little Maggie
With a dram glass in her hand
She's a-drinkin' down her troubles
Over courtin' some other man",Little Maggie,1
Bob Dylan,"Was in the summer
One early fall
Just tryin' to find my
Little all and all
Now she's gone
An' I don't worry
Lord, I'm sittin' on top of the world

Was in the spring
One summer's day
Just when she left me
She gone to stay
Now she's gone
I don't worry
Lord, I'm sittin' on top of the world

Now don't come runnin'
Holdin' up your hand
Can't get me a woman
Quick as you can get a man
Now she's gone
An' I don't worry
Lord, I'm sittin' on top of the world

Happen for days
Didn't know your name
Oh, why should I worry?
Or crave you in vain?
Now she's gone
I don't worry
Lord, I'm sittin' on top of the world

Went to the station
Down in the yard
Gonna catch me a freight train
Work's done got hard
Now she's gone
An' I don't worry
Lord, I'm sittin' on top of the world

The lonesome days
They have gone by
Why should I beg you?
You said good-bye
Now she's gone
I don't worry
Lord, I'm sittin' on top of the world",Sitting on Top of the World,1
Bob Dylan,"Got a little girl, little and low
She used to love me but she don't no more
She gotta step it up and go
Yeah, go
Can't stand pat, swear you gotta step it up and go

Got a little girl, she stays upstairs
Make a livin' by puttin' on airs
Gotta step it up and go
Yeah, man
I can't stand pat, swear you gotta step it up and go

Front door shut, back door too
Blinds pulled down, what' cha gonna do?
Gotta step it up and go
Yeah, go
Can't stand pat, swear you gotta step it up and go

Got a little girl, her name is Ball
Give a little bit, she took it all
I step it up and go
Yeah, man
Can't stand pat, swear you gotta step it up and go

Me an' my baby walkin' down the street
Tellin' everybody 'bout the chief of police
Gotta step it up and go
Yeah, go
Can't stand pat, swear you gotta step it up and go

Tell my woman I'll see her at home
Ain't no lovin' since she been gone
Gotta step it up and go
Yeah, go
Can't stand pat, swear you gotta step it up and go

Well, I'll sing this verse, ain't gonna sing no more
Hear my gal call me and I got to go
Step it up and go
Yeah, man
Can't stand pat, swear you gotta step it up and go",Step It Up and Go,1
Bob Dylan,"Tomorrow night
Will you remember what you said tonight?
Tomorrow night
Will all the thrill be gone?
Tomorrow night
Will it be just another memory?
Or just another song, that's in my heart to linger on?

Your lips are so tender
Your heart is beating fast
And you willingly surrender
To me, my darling will it last?
Tomorrow night
Will you be with me when the moon is bright?
Tomorrow night
Will you say those lovely things you said tonight?

Your lips are so tender
Your heart is beating fast
And you willingly surrender
To me, my darling will it last?
Tomorrow night
Will you be with me when the moon is bright?
Tomorrow night
Will you say those lovely things you said tonight?",Tomorrow Night,1
Bob Dylan,"You're gonna quit me, baby
Good as I been to you, lord, lord
Good as I been to you, lord, lord
Good as I been to you

Give you my money, honey
Buy you shoes and clothes, lord, lord
Buy you shoes and clothes, lord, lord
Buy you shoes and clothes

You're gonna quit me, baby
Put me outta doors, lord, lord
Put me outta doors, lord, lord
Put me outta doors

Six months on the chain gang
Believe me, it ain't no fun, lord, lord
Believe me, it ain't no fun, lord, lord
Believe me, it ain't no fun

Day you quit me, baby
That's the day you die, lord, lord
That's the day you die, lord, lord
That's the day you die

Jailhouse ain't no plaything
Believe me, ain't no lie, lord, lord
Believe me, ain't no lie, lord, lord
Believe me, ain't no lie

Day you quit me, baby
That's the day you die, lord, lord
That's the day you die, lord, lord
That's the day you die",You're Gonna Quit Me,1
Bob Dylan,"It don't hurt anymore, all my teardrops have dried
No more walking the floor with that burning inside
Just to think it could be, time has opened the door
And at last I am free, I don't hurt anymore

No use to deny, I wanted to die the day you said we were through
But now that I find you're out of my mind I can't believe that it's true
I've forgotten somehow that I cared so before
And it's wonderful now, I don't hurt anymore

No use to deny, I wanted to die the day you said we were through
But now that I find you're out of my mind I can't believe that it's true
I've forgotten somehow that I cared so before
And it's wonderful now, I don't hurt anymore",I Don't Hurt Anymore,1
Bob Dylan,"One for the road
One for my baby
One for the road

I cry alone at night
Please tell me it's only night
And she's calling me back at night
And she's already home

One for my baby
One for the road
One for my baby
One for the road

I cry alone at night
There is no friend in sight
I love getting back at night
But I wish I don't

One for my baby
One for the road
One for my baby
One for the road

This bottle is dried up too
And I'll be all cried up soon
I can't see no God on the moon
It's a long way to go

One for my baby
One for the road
One for my baby
One for the road

I cry alone at night
He's not alone at night
I'll be there my whole night
But I wish it was whole

One for my baby
One for the road
One for my baby
One for the road",One for the Road,1
Bob Dylan,"After a while we took in the clothes
Nobody said very much
Just some old wild shirts and a couple pairs of pants
Which nobody really wanted to touch

Mama came in and picked up a book
An' papa asked her what it was
Someone else asked, ""What do you care?""
Papa said, ""Well, just because?""

Then they started to take back their clothes
Hang 'em on the line
It was January the thirtieth
And everybody was feelin' fine

That next day everybody got up
Seein' if the clothes were dry
The dogs were barking, a neighbor passed
Mama, of course, she said, ""Hi""

""Have you heard the news?"" he said with a grin
""The Vice President's gone mad""
""Where?"", ""Downtown"", ""When?"", ""Last night""
""Hmm, say, that's too bad""

""Well, there's nothing we can do about it"", said the neighbor
""It's just something we're gonna have to forget""
""Yes, I guess so"", said Ma
Then she asked me if the clothes was still wet

I reached up, touched my shirt
And the neighbor said, ""Are those clothes yours?""
I said, ""Some of them, not all of them""
He said, ""Ya always help out around here with the chores?""

I said, ""Sometime, not all the time""
Then my neighbor he blew his nose
Just as papa yelled outside
""Mama wants you to come back in the house
And bring them clothes""

Well, I just do what I'm told, so I did it, of course
I went back in the house and mama met me
And then I shut all the doors",Clothesline Saga,1
Bob Dylan,"Yes, I went down to the river on a Saturday morn
I was lookin' around just to see who's born
I spied a little chicken down on his knees
I went up and yelled to him
""Please, please, please!""
He said, ""Don't ya tell Henry
Don't ya tell Henry
Don't ya tell Henry
Apple's got your fly""

Yes, I went down to the beanery at half past twelve
I was lookin' around just to see myself
I looked down low, I looked above
Well who did I see but the one I love
She said, ""Don't ya tell Henry
Don't ya tell Henry
Don't ya tell Henry
Apple's got your fly""

Yeah, I went down to the whorehouse the other night
I was lookin' around, I was outta sight
I looked at a horse and I saw a mule
I looked for a cow and I saw me a few
They said, ""Don't ya tell Henry
Don't ya tell Henry
Don't ya tell Henry
Apple's got your fly""

Yeah, I went down to the river on a Saturday morn
A-lookin' around just to see who was born
I saw a little chicken down on his knees
I went up and yelled to him
""Please, please, please!""
He said, ""Don't ya tell Henry
Don't ya tell Henry
Don't ya tell Henry
Apple's got your fly""",Don't Ya Tell Henry,1
Bob Dylan,"You know, there's two ol' maids layin' in the bed,
One picked herself up an' the other one, she said:
""Get your rocks off!
Get your rocks off! (Get 'em off!)
Get your rocks off! (Get 'em off!)
Get your rocks off-a me! (Get 'em off!)""

Well, you know, there late one night up on Blueberry Hill,
One man turned to the other man and said, with a blood-curdlin' chill, he said:
""Get your rocks off! (Get 'em off!)
Get your rocks off! (Get 'em off!)
Get your rocks off! (Get 'em off!)
Get your rocks off-a me! (Get 'em off!)""

Well, you know, we was layin' down around Mink Muscle Creek,
One man said to the other man, he began to speak, he said:
""Get your rocks off! (Get 'em off!)
Get your rocks off! (Get 'em off!)
Get your rocks off! (Get 'em off!)
Get your rocks off-a me! (Get 'em off!)""

Well, you know, we was cruisin' down the highway in a Greyhound bus.
All kinds-a children in the side road, they was hollerin' at us, sayin':
""Get your rocks off! (Get 'em off!)
Get your rocks off! (Get 'em off!)
Get your rocks off! (Get 'em off!)
Get your rocks off-a me!""",Get Your Rocks Off,1
Bob Dylan,"I'm going down to Rose Marie's
She never does me wrong.
She puts it to me plain as day
And gives it to me for a song.

It's a wicked life but what the hell
But what that hell, oh everybody's got to eat
And I'm just the same as anyone else
When it comes to scratchin' for my meat

Goin' to Acapulco
Goin' on the run.
Goin' down to see fat gut
Goin' to have some fun.
Yeah
Goin' to have some fun.

Now, whenever I get up
And I can't find what I need
I just make it down to Rose Marie's
And get something quick to eat

It's not a bad way to make a living
And I ain't complainin' none.
But I can blow my plump, and break my rump
And then go home and have my fun

Goin' to Acapulco
Goin' on the run.
Goin' down to see soft gut
Goin' to have some fun.
Yeah
Goin' to have some fun.

Now, if someone offers me a joke
I just say no thanks.
I try to tell it like it is
And keep away from pranks.

And every time you know when the well breaks down
I just go pump on it some.
Rose Marie, she likes to go to big places
And just set there waitin' for me to come.

Goin' to Acapulco
Goin' on the run.
Goin' down to see soft gut
Goin' to have some fun.
Yeah
Goin' to have some fun",Goin' to Acapulco,1
Bob Dylan,"Thing's all right and she's all too tight
In my neighborhood she cries both day and night
I know it because I was there
It's a milestone but she's down on her luck
And she's daily salooning about to make her hard earned buck
I was there

I believe where she'd stop him if she wants time to care
I believe that she'd look upon beside him to care
And I'd go by the Lord and when she's on my way
But I don't belong there

No, I don't belong to her, I don't belong to anybody
She's my Christ forsaken angel but she don't hear me cry
She's a lone hearted mystic and she can't carry on
When I'm there she's alright but then she's not when I'm gone

Heaven knows that the answer, she's don't calling no one
She's the way, her sailing beauty for she's mine for the one
And I lost her hesitating by temptation lest it runs
But she don't holler me but I'm not there, I'm gone

Now I'll cry tonight like I cried the night before
And I'm released on the heights in but I'll dream about the door
It's alone, she's forsaken by her fate, worse to tell
""It don't have approximation"", she smiled, ""Fare thee well""

Now when I?ll teach that lady I was born to love her
But she knows that the kingdom waits so high above her
And I run but I race but it's not too fast or slow
But I don't perceive her, I'm not there, I'm gone

Well, it's all about confusion and I cry for her
Well, I don't need anybody now beside me to tell
And it?s all affirmation I receive but it?s not
She's adorned by the beauty but she don't like the spot and she won't

Yes, she's gone like the rainbow that shined yesterday
But now she's home beside me and I'd like her here to stay
She's a lone forsaken beauty and it's don't trust anyone
I wish I was beside her but I'm not there, I'm gone

Well, it's too hard to stay here and I don't want to leave
It?s so bad but amusing when she's hard, too hard to leave
It?s a load, it?s a crime the way she haunt me around
But she told, ?won't you hate me?? but [Incomprehensible]

Yes, I believe that it?s rightful, oh, I believe it in my mind
I been told like I said when I before carry on the grind
And she's on yet she told her like I said, ?Carry on?
I wish I was there to help her but I'm not there, I'm gone
",I'm Not There [1956],1
Bob Dylan,"Silent weekend,
My baby she gave it to me
Silent weekend,
My baby she gave it to me.
She's actin' tough and hardy
She says it ain't my party
And she's leavin' me in misery.

Silent weekend,
My baby she took me by surprise.
Silent weekend,
My baby she took me by surprise.
She's rockin' and a-reelin'
Head up to ceiling
An' swinging with some other guys.

Silent weekend,
Oh Lord, I wish Monday would come.
Silent weekend,
Oh Lord, I sure wish Monday would come.
She's uppity, she's rollin',
She's in the groove, she's strolling
Over to the jukebox playin' deaf and dumb.

Well, I done a whole lotta thinkin' 'bout a whole lot of cheatin',
And I, maybe I did some just to please.
But I just walloped a lotta pizza after makin' our peace,
Puts ya down on bended knees.

Silent weekend,
Man alive, I'm burnin' up on my brain.
Silent weekend,
Man alive, I'm burnin' up on my brain.
She knows when I'm just teasin'
But it's not likely in the season
To open up a passenger train.",Silent Weekend,1
Bob Dylan,"If your mem'ry serves you well
We were goin' to meet again and wait
So I'm goin' to unpack all my things
And sit before it gets too late
No man alive will come to you
With another tale to tell
And you know that we shall meet again
If your mem'ry serves you well
This wheel's on fire
Rolling down the road,
Best notify my next of kin
This wheel shall explode

If your mem'ry serves you well
I was goin' to confiscate your lace
And wrap it up in a sailor's knot
And hide it in your case
If I knew for sure that it was yours
But it was oh so hard to tell
And you know that we would meet again
If your mem'ry serves you well
This wheel's on fire
Rolling down the road
Best notify my next of kin
This wheel shall explode

If your mem'ry serves you well
You'll remember you're the one
That called on me to call on them
To get you your favors done
And after ev'ry plan had failed
And there was nothing more to tell
You knew that we would meet again
If your mem'ry served you well
This wheel's on fire
It's rolling down the road
Best notify my next of kin
That this wheel shall explode",This Wheel's on Fire,1
Bob Dylan,"Well, you can tell everybody
Down in ol' Frisco
Tell 'em Tiny Montgomery says hello

Now, every boy and girl's
Gonna get their bang
'Cause Tiny Montgomery's
Gonna shake that thing
Tell everybody
Down in ol' Frisco
That Tiny Montgomery's comin' down to say hello

Skinny Moo and T-Bone Frank
They're all gonna pig on down by the Fountain Bank
One bird book, and a buzzard and a crow
Tell 'em all that Tiny's gonna say hello

Scratch your dad
Do that bird
Suck that pig
And bring it on home
Pick that drain
And nose that dope
Tell 'em all that Tiny says hello

Now, he's king of the drunks an' he squeezes, too
Watch out, Lester
Take it, Lou
Join the monks
The C.I.O
Tell 'em all that Tiny Montgomery says hello

Now, grease that gig and play it plain
Tell 'em to go on out and gas that dog
Trick on in
Flour that smoke
Take it on down
And get it to grow
Now play that low
And pick it up
Take it on in in a bottle cup
Three-legged man and a hot-lipped hoe
Tell 'em all Montgomery says hello

Well, you can tell ev'rybody down in ol' Frisco
Tell 'em all Montgomery says hello",Tiny Montgomery,1
Bob Dylan,"I'm in the mood baby, I'm in the mood for love
I'm in the mood baby, I'm in the mood for love
I'm in the mood, I'm in the mood, baby, I'm in the mood for love

I said night time is the right time, to be with the one you love
You know when night come baby, God know, you're so far away
I'm in the mood, I'm in the mood baby, I'm in the mood for love
I'm in the mood, in the mood, baby, in the mood for love

I said yes, my mama told me, to leave that girl alone
But my mama didn't know, God know, girl was puttin' down
I'm in the mood, I'm in the mood baby, in the mood for love
I'm in the mood, I'm in the mood, baby, in the mood for love",I'm in the Mood,1
Bob Dylan,"Oh, I'll twine with my mingles and waving black hair
With the roses so red and the lilies so fair
And the myrtles so bright with emerald dew
The pale and the leader and eyes look like blue.
Oh, I'll dance, I will sing and my laugh shall be gay
I will charm ev'ry heart, in his crown I will sway
When I woke from my dreaming, idols were clay
All portions of love then had all flown away.

Oh, he taught me to love him and promised to love
And to cherish me over all others above
How my heart now is wond'ring misery can tell
He's left me no warning, no words of farewell.

Oh, he taught me to love him and called me his flow'r
That was blooming to cheer him through life's dreary hour
Oh, I'm longing to see him through life's dark hour
He's gone and neglected this pale wildwood flower.",Wildwood Flower,1
Bob Dylan,"Clouds so swift
Rain won’t lift
Gate won’t close
Railings froze
Get your mind off wintertime
You ain’t goin’ nowhere
Whoo-ee! Ride me high
Tomorrow’s the day
My bride’s gonna come
Oh, oh, are we gonna fly
Down in the easy chair

I don’t care
How many letters they sent
Morning came and morning went
Pick up your money
And pack up your tent
You ain’t goin’ nowhere
Whoo-ee! Ride me high
Tomorrow’s the day
My bride’s gonna come
Oh, oh, are we gonna fly
Down in the easy chair

Buy me a flute
And a gun that shoots
Tailgates and substitutes
Strap yourself
To the tree with roots
You ain’t goin’ nowhere
Whoo-ee! Ride me high
Tomorrow’s the day
My bride’s gonna come
Oh, oh, are we gonna fly
Down in the easy chair

Genghis Khan
He could not keep
All his kings
Supplied with sleep
We’ll climb that hill no matter how steep
When we get up to it
Whoo-ee! Ride me high
Tomorrow’s the day
My bride’s gonna come
Oh, oh, are we gonna fly
Down in the easy chair","You Ain't Going Nowhere, No. 1",1
Bob Dylan,"Now I taught the weeping willow how to cry,
And I showed the clouds how to cover up a clear blue sky.
And the tears that I cried for that woman are gonna flood you Big River.
Then I'm gonna sit right here until I die.

I met her accidentally in St. Paul (Minnesota).
And it tore me up every time I heard her drawl, Southern drawl.
Then I heard my dream was back Downstream cavortin' in Davenport,
And I followed you, Big River, when you called.

Then you took me to St. Louis later on (down the river).
A freighter said she's been here
But she's gone, boy, she's gone.
I found her trail in Memphis,
But she just walked up the bluff.
She raised a few eyebrows and then she went on down alone.

Now, won't you paddle down by Baton Rouge,
River Queen, rollin' on.
Take that woman on down to New Orleans, New Orleans.
Go on, I've had enough;
Dump my blues down in the gulf.
She loves you, Big River, more than me.

Now I taught the weeping willow how to cry,cry,cry
And I showed the clouds how to cover up a clear blue sky.
And the tears that I cried for that woman are gonna flood you Big River.
Then I'm gonna sit right here until I die.",Big River,1
Bob Dylan,"I hear that train a-rolling, it's a-rolling round the bend
I ain't seen the sunshine since I don't know when
I'm stucked in Folsom Prison and time keeps dragging on
And I hear that whistle blowing all down to San Antone

When I was just a baby my momma told me: son
Always be a good boy, don't ever play with guns
But I shot a man in Reno just to watch him die
When I hear that train a-pulling I hang my head and cry

I bet there's rich folks eating in their fancy dining cars
They're probably drinking coffee and smoking big cigars
But I know I had it coming, I know I can't be free
But the people keep a-moving, and that's what tortures me

If they'd free me from this prison, if that railroad train was mine
You bet I moved it on a little further down the line
Far from Folsom Prison that's where I long to stay
And I'd let that lonesome whistle blow my blues away",Folsom Prison Blues,1
Bob Dylan,"Four strong winds that blow lonely
Seven seas that run high
All those things that don't change
Come what may
But our good times are all gone
And I'm bound for movin' on
I'll look for you if I'm ever back this way

Think I'll go down to Alberta
Where there's good times in the fall
I've got some friends that I can stay with workin' for
But I wish you'd change your mind
If I ask you one more time
But we've been through that a hundred times or more

If I get there before the snow flies
And if things are lookin' good
I could meet you if I sent you down the fare
But by then it would be winter
There ain't too much for you to do
And those winds sure can blow cold way out there

Four strong winds that blow lonely
Seven seas that run high
All those things that don't change
Come what may
But our good times are all gone
And I'm bound for movin' on
I'll look for you if I'm ever back this way",Four Strong Winds,1
Bob Dylan,"I forgot to remember to forget her,
I can't seem to get her off my mind.
I thought I'd never miss her,
But I found out somehow
I think about her almost all the time.

The day she went away
I made myself a promise
That I'd soon forget we ever met.

But something sure is wrong,
'Cause I'm so blue and lonely.
I forgot to remember to forget.

The day she went away
I made myself a promise
That I'd soon forget we ever met,
Well, but something sure is wrong,
'Cause I'm so blue and lonely.
I forgot to remember to forget.",I Forgot to Remember to Forget,1
Bob Dylan,"The news is out, all over town 
That you've been seen, a-runnin' round 
I know that I should leave but then 
I just can't go, you win again 

This heart of mine could never see 
What everybody knew but me 
Just trusting you was my great sin 
What can I do, you win again 

I'm sorry for your victim now
'Cause soon his head like mine will bow 
You'll use his heart, but all in vain 
And someday say, you win again 

You have no heart, you have no shame 
You take true love and give the blame 
I guess that I should not complain 
I love you still, you win again",You Win Again,1
Bob Dylan,"Is this the real life?
Is this just fantasy?
Caught in a landslide
No escape from reality
Open your eyes
Look up to the skies and see
I'm just a poor boy, I need no sympathy
Because I'm easy come, easy go
A little high, little low
Anyway the wind blows, doesn't really matter to me, to me

Mama, just killed a man
Put a gun against his head
Pulled my trigger, now he's dead
Mama, life had just begun
But now I've gone and thrown it all away
Mama, ooo
Didn't mean to make you cry
If I'm not back again this time tomorrow
Carry on, carry on, as if nothing really matters

Too late, my time has come
Sends shivers down my spine
Body's aching all the time
Goodbye everybody I've got to go
Gotta leave you all behind and face the truth
Mama, ooo (anyway the wind blows)
I don't want to die
I sometimes wish I'd never been born at all

I see a little silhouetto of a man
Scaramouch, scaramouch will you do the fandango
Thunderbolt and lightning very very frightening me
Gallileo, Gallileo,
Gallileo, Gallileo,
Gallileo Figaro - magnifico

But I'm just a poor boy and nobody loves me
He's just a poor boy from a poor family
Spare him his life from this monstrosity
Easy come easy go will you let me go
Bismillah! No we will not let you go - let him go
Bismillah! We will not let you go - let him go
Bismillah! We will not let you go let me go
Will not let you go let me go (never)
Never let you go let me go
Never let me go ooo
No, no, no, no, no, no, no
Oh mama mia, mama mia, mama mia let me go
Beelzebub has a devil put aside for me
For me
For me

So you think you can stop me and spit in my eye
So you think you can love me and leave me to die
Oh baby can't do this to me baby
Just gotta get out just gotta get right outta here

Ooh yeah, ooh yeah
Nothing really matters
Anyone can see
Nothing really matters nothing really matters to me

Anyway the wind blows",Gates of Eden [Studio Outtake - May/June 1969],1
Bob Dylan,"Yes, the gal I got
I swear she's the screaming end
She wants me to be a hero
So she can tell all her friends

Well, she begged, she cried
She pleaded with me all last night
Well, she begged, she cried
She pleaded with me all last night
She wants me to go out
And find somebody to fight

She reads too many books
She got new movies inside her head
She reads too many books
She got movies inside her head
She wants me to walk out running
She wants me to crawl back dead

You need a different kinda man, babe
One that can grab and hold your heart
Need a different kind of man, babe
One that can hold and grab your heart
You need a different kind of man, babe
You need Napoleon Bonaparte

Well, when I'm dead
No more good times will I crave
When I'm dead
No more good times will I crave
You can stand and shout hero
All over my lonesome grave",Hero Blues [Take 1 - Freewheelin' Outtake][#][Outtake],1
Bob Dylan,"Galveston, oh, Galveston
I still hear your seawinds blowing
I still see her dark eyes glowing
She was twenty one, when I left Galveston

Galveston, oh, Galveston
I still hear your seawaves crashin
While I watch the cannons flashin'
I clean my gun, and dream of Galveston

I still see her standing by the water
Standing there looking out to sea
And is she waiting there for me
On the beach where we used to run
Galveston, oh, Galveston
I am so afraid of dying
Before I dry the tears she's crying
Before I watch your sea birds flying
In the sun, at Galveston, at Galveston","Honey, Just Allow Me One More Chance [Studio Outtake - May/June 1969]",1
