Band,Lyrics,Song,Test_Artist
Michael Bolton,"Sittin' in the morning sun,
I'll be sittin' when the even comes
I watchin' as the ships come in
And watch 'em roll away again

Sittin' on the dock of the bay,
Watchin' the tide roll away,
Sittin' on the dock of the bay,wasting time
Left my home in Georgia,

Headed for the 'Frisco bay,
I have nothing to live for,
like nothings gonna pass my way
I'm a just a sittin' at the dock of the bay,

Watchin' the tide roll away,
Sittin' on the dock of the bay,wasting time
A Mistake,nothings ever gonna change,
every day,everything'll make up my mind.

I can do what ten people tell me to do
I'll get down on my knees and pray
A Mistake,nothings ever gonna change,
every day, everything'll make up my mind.

I can do what ten people tell me to do
I'll get down on my knees and pray
I'm sittin' and restin' my bones,
loneliness won't leave me alone,

Two thousand miles from home,
Just to make this deck my home
Sittin' on the dock of the bay,
Watchin' the tide roll away,

Sittin' on the dock of the bay,wasting time
Sittin' on the dock of the bay,
Watchin' the tide roll away,
Sittin' on the dock of the bay,wasting time

Sittin' on the dock of the bay",(Sittin’ On) The Dock of the Bay,0
The Barrio Boyzz,"Girl it's time to show your stuff
And let me know what you're made of
We can work like hand and glove
Rub me all over so that i just can't get enough
The moon is full, the night is hot
Feels so good, hope we never stop
Feels so right, can't be wrong
Gimme you love tonight
I'm gonna give it to you all night long

[Chorus]
This is a chance for love girl
This is a chance for love
This is a chance to show your heart
This is a chance for love girl
This is a chance for love
This is a chance for love
I'm burning up with sweet desire
And only you can cool the fire
Just one thing that i require
Keep turning me on so the temperature rises higher
The moon is full, the night is hot
Feels so good, hope we never stop
Feels so right, it can't be wrong
Gimme you love tonight
Gonna give it to you all night long

[Chorus 2X]
(rap)
The chance, the chance
The time to start a romance girl
Cause all I want to do is take your
Sweet soft hand
And walk right down to the aisles of love
Cause you're the only mamÃ­ in this mundo 
That I'm thinking of
So take my heart, here's the lock and key
Tu amor is a special gift to me
So as you drift
To the moon and cielos above
I'm letting you know
This is a chance for love
The moon is full, the night is hot
Feels so good, hope we'll never stop
Feels so right, it can't be wrong
Gimmie you love tonight
Gonna give it to you all night long
[Chorus]",A Chance for Love,0
Tom Petty,"It's time to move on, time to get going
What lies ahead, I have no way of knowing
But under my feet, baby, grass is growing
It's time to move on, it's time to get going

Broken skyline, movin' through the airport
She's an honest defector
Conscientious objector
Now her own protector

Broken skyline, which way to love land
Which way to something better
Which way to forgiveness
Which way do I go

It's time to move on, time to get going
What lies ahead, I have no way of knowing
But under my feet, baby, grass is growing
It's time to move on, it's time to get going

Sometime later, getting the words wrong
Wasting the meaning and losing the rhyme
Nauseous adrenalin
Like breakin' up a dogfight
Like a deer in the headlights
Frozen in real time
I'm losing my mind

It's time to move on, time to get going
What lies ahead, I have no way of knowing
But under my feet, baby, grass is growing
It's time to move on, it's time to get going",Time to Move On,0
Placebo,"To call it silence
To call it smarts
Come together some
It's slow but it works
Sucker!
Before you come on down

Talk to me, selves, Spin around 
Talk to me, selves, Spin around

Spin around
Spin around

Well now you need me more than I need you
Well now you need me more than I need you

Talk to me, selves, Spin around 
Talk to me, selves, Spin around

Well now you need me more than I need you
Well now you need me more than I need you
Well now you need me more than I need you
Well now you need me more than I need you",Uneedmemorethanineedu,0
The Paper Kites,"We only wake 'cause our eyes are open
Open so wide we walk in the dark
Trying so hard to keep what we're losing
Using our feet to show them the movements

And they wake up, and they go out
Head in a cloud

We were like them before we were older
Just like they're grow to be as we are
And still only speak with wording of caution
Sow and we reap what we're putting forward

And they wake up, and they go out
Head in a cloud

We can look down, see what we were
Shaking our fingers and using our words
We're all awake; we don't go out
Head in a cloud

Rush goes to the head it's all perception
I know, even so we all need time to grow",Young,0
Al B. Sure!,"I guess you don't understand why 
 I want to be with you
You fascinate me
Yeah, you know why?
It's all in shades of grey!

Your life is yours, my life is mine
It could last forever if we took the time out to
Show the love that we share
I'll relax you places he wouldn't dare!

It's all in shades how I really feel
I won't play, I won't ever ever mess around
Can't you see oh how much I really love you?
They try to say that you're too old for me
But they don't understand

It's all in shades of grey, yes I do love ya'
You've been touched before...
But this means so much more
Yeah it's all in shades of grey
Yeah I know this love is real...
From the way that I feel
Yes I do love ya'

When you look at me what do you see?
Is it a young boy in a man body?
My lady you'll never know if you turn me away
This young boy just might make your day!

It's all in shades how I could make you feel
I won't play, ooh let me hold you in my arms
Can't you see oh a love so rare and strong?
They try to say that you're too old for me
But they don't understand

It's all in shades of grey, 
Our love won't go away
It gets stronger by the day, just got to love ya'
It's all in shades of grey
Yeah it's all in shades of grey
A man so young and strong it won't be long girl
Yes I do love ya', aah yeah

It feels so strong it won't be long
Let me lay you down
It's all in shades of grey
It's all in shades of grey
Oh they try to say

You know, they try to say that 
 You're too old for me
But they don't understand
They just don't 
Yes I do love you

Forget about the things that they say
Let's forget the things they say
You won't regret tonight if you'll stay
There's no question in my mind

Look into my eyes don't turn away
Girl just look into my eyes
A love to last forever and a day
And you know that we could love

It's all in shades of grey yeah
It's all in shades of grey yeah
It's all in shades of grey yeah
Yeah you know what they try to say

You know I love you (It's all)
Yes I do love you (in shades of grey)
And there's no one that comes above you

Take you places, see new faces
You'll be glad that you got to taste this
You'll be so glad

Take you places, see new faces
You'll be glad that you got to taste this
You'll be so glad

Baby come to me
I'll give you what you need

It's all in shades of grey
It's all in shades of grey
It's all in shades of grey yeah

It's all in shades of grey
It's all in shades of grey
It's all in shades of grey yeah",Shades of Grey,0
Ella Fitzgerald,"Now one time there lived an old man
With a very crooked nose
He lived inside a log hut
And they called him Ol' Man Mose
One dark and dreary morning I knocked upon his door
I didn't hear a single sound
So I ain't gonna do it no more

'Cause I believe Ol' Man, I believe Ol' Man
I believe Ol' Man, that Ol' Man Mose is dead
I believe Ol' Man, I believe Ol' Man
I believe Ol' Man, that Ol' Man Mose is dead

(Now you believe) Mose kicked the bucket
(You believe) Mose kicked the bucket
(You believe) Mose kicked the bucket
(You believe he's dead)

(You believe) Mose kicked the bucket
(You believe) Mose kicked the bucket
(You believe) Mose kicked the bucket
(You believe he's dead)

Now listen here
I went 'round to the window
And I peeped in through the crack
Inside there was an old man
Laying flat upon his back
I thought that he was sleeping
Head hung to the floor
He didn't make a single move
So I ain't gonna do it no more

'Cause I found out Ol' Man, I found out Ol' Man
Yeah, I found out Ol' Man, Ol' Man Mose is dead

('Cause you found out) Ol' Man
(You found out) Ol' Man
(You found out) Ol' Man
(You found out he's dead)

(You found out) Mose kicked the bucket
(You found out) Mose kicked the bucket
(You found out) Mose kicked the bucket
(You found out he's dead)

(You found out) Mose kicked the bucket
(You found out) Mose kicked the bucket
(You found out) Mose kickin' up daisies
(You found out he's dead)

Ol' Man Mose is dead",Ol' Man Mose,0
Yoko Ono,"Save your sweet talk
For when you score
Keep your Monday kisses
For your glass lady
I want the truth and nothing more
I'm moving on
Moving on, you're getting phony 

You didn't have to tell a white lie
You knew you scored me for life
Don't stick your finger in my pie
You know I'll see through your jive
I want the truth and nothing more
I'm moving on
Moving on, we're getting phony 

When you were angry you had love in your eyes
When you were sad you had dream in your voice
But now you're giving me your window smile
I'm moving on
Moving on it's getting phony 

Moving on",I'm Moving On,0
Heidi Berry,"Lift me in your arms
Cradle me like a child
I feel your heart
Sense your smile in the dark",Cradle,0
David Cassidy,"You may call me a rolling stone
I'm a freeborn man and I stand alone
Come looking for a little satisfaction

I don't drive no Cadillac
All I got's hangin' on my back
But I do believe in a physical attraction

I can warm your coldest night
I'll make everything alright, c'mon

Ooh, rock me, baby
Let me feel the beat
I said, ooh, rock me, baby
Right down to my feet

I said, ooh, rock me, baby
Hold me, oh so tight
I said, ooh, rock me, baby
Rock me through the night

You better hold me while you can
You're gonna lose your midnight man
Now come on and rock me, rock me

I was twelve when I left home
Ever since I've been on my own
Come looking for a little excursion

I guess I'll never settle down
It's always been just one more town
That I loved from coast to coast
Across this great nation

I can't promise I'll be true
I'll just see what I can do

Come on, ooh, rock me, baby
Let me feel the beat
I said, ooh, rock me, baby
Right down to my feet

I said, ooh, rock me, baby
Hold me, oh so tight
I said, ooh, rock me, baby
Rock me through the night

You better hold me while you can
You're gonna lose your midnight man
Come on and rock me, rock me

Come on and rock me
Come on and shock me
Mmm, yeah now roll me

Mmm, come on squeeze me
Oh, you sure can please me
Here we go

Ooh, rock me, baby
Let me feel the beat
I said, ooh, rock me, baby
Right down to my feet

I said, ooh, rock me, baby
Hold me, oh so tight
I said, ooh, rock me, baby
Rock me through the night

You better hold me while you can
You're gonna lose your midnight man
Now come on and rock me, rock me

I said, ooh, rock me, baby
Let me feel the beat
I said, ooh, rock me, baby
Rock down to my feet

I said, ooh, come on rock me, baby
Hold me, oh, so tight
I said, ooh, now rock me, baby
Rock me through the night

You better hold me while you can
You're gonna lose your midnight man
Now come on and rock me, rock me",Rock Me Baby [DVD],0
Spin Doctors,"Pick up my kid in a Jaguar
Drop him off in a Mercedes Benz
When you look over your shoulder
You're gonna see me through different lens
By the time you get to Phoenix
I'll be laughing in L.A.
By the time you find the right bottle of wine I'll be sipping my Courvoisier

[Chorus]
Because revenge is sweet
But success is sweeter
Take the salt from my wounds and put it in my margarita
I'm the new kid on the candy store
By the time you want me back
I won't want you anymore

When my walking shoes were newer
You played me at your game
And when my tears were fewer
You'll put the sham into my pain
And when I'm wrinkling the sheets
With someone you don't know
I'll be using your cold shoulder 
To chill the veuve cliqueau

[Chorus]

In for a penny, in for a pound of the flesh is weak
and the spirit is hurt
Even if the meek shall inherit the earth
Can't wear your heart on your sleeve
When you've lost on your shirt",Margarita,0
James,"The sun is up
The sun is high
The sun is in your eye
You're shades they mirror everything
They're leaving me quite blind
This game is up
We've had enough
And we can compromise
Take those glasses off your face
I want to see your eyes
I read a book
A funny book
A book about your life
You call yourself a free man
But all you did was time
When time will judge
And time will heal
And time will bury us all
And now you're in your coffin
With a satellite dish installed

Only this other fool surrounds you
Only this other fool surrounds you
You have no one to love only this other fool surrounds you
Only this other fool surrounds you
Only this other fool surrounds you

You have no one to love
",Jam J,0
Brian Hyland,"Walk along the lake with someone new
Have yourself a summer fling or two
But remember I'm in love with you and
Save your heart for me

When the summer moon is on the rise
And you're dancin' under starlit skies
Please don't let the stars get in your eyes, just
Save your heart for me

When you're all alone, far away from home
Someone's gonna flirt with you
I won't think it's wrong if you play along
Just don't fall for someone new

When the autumn winds begin to blow
And the summertime is long ago
You'll be in my arms again I know, so
Save your heart for me
Darlin', save your heart for me

Please remember I'm in love with you and
Save your heart for me
Darlin', save your heart for me",Save Your Heart for Me,0
The Beatles,"Ah look at all the lonely people
Ah look at all the lonely people

Eleanor Rigby, picks up the rice
In the church where a wedding has been
Lives in a dream
Waits at the window, wearing the face 
That she keeps in a jar by the door
Who is it for

All the lonely people
Where do they all come from?
All the lonely people
Where do they all belong?

Father McKenzie, writing the words
Of a sermon that no one will hear
No one comes near
Look at him working, darning his socks
In the night when there's nobody there
What does he care

All the lonely people
Where do they all come from?
All the lonely people
Where do they all belong?

Ah look at all the lonely people
Ah look at all the lonely people

Eleanor Rigby, died in the church
And was buried along with her name
Nobody came
Father McKenzie, wiping the dirt
From his hands as he walks from the grave
No one was saved

All the lonely people
Where do they all come from?
All the lonely people
Where do they all belong?",Eleanor Rigby [Strings Only],0
George Michael,"There's things that you guess
And things that you know
There's boys you can trust
And girls that you don't
There's little things you hide
And little things that you show
Sometimes you think you're gonna get it
But you don't and that's just the way it goes

I swear I won't tease you
Won't tell you no lies
I don't need no bible
Just look in my eyes
I've waited so long baby
Now that we're friends
Every man's got his patience
And here's where mine ends

I want your sex
I want your love
I want your sex
I want your, sex

It's playing on my mind
It's dancing on my soul
It's taken so much time
So why don't you just let me go
I'd really like to try
Oh I'd really love to know
When you tell me you're gonna regret it
Then I tell you that I love you but you still say no!

I swear I won't tease you
Won't tell you no lies
I don't need no bible
Just look in my eyes
I've waited so long baby
Out in the cold
But I can't take much more girl
I'm losing control

I want your sex
I want your love
I want your sex
I want your, sex, sex

It's natural
It's chemical (let's do it)
It's logical
Habitual (can we do it?)
It's sensual
But most of all
Sex is something that we should do
Sex is something for me and you

Sex is natural, sex is good
Not everybody does it
But everybody should
Sex is natural, sex is fun
Sex is best when it's, one on one
One on one

Sex, I'm not your father
Sex, I'm not your brother
Sex, Talk to your sister
Sex, I am a lover
Sex
Sex
Sex
C-c-c-c-come on

What's your definition of dirty baby
What do you consider pornography
Don't you know I love you till it hurts me baby
Don't you think it's time you had sex with me

What's your definition of dirty baby
What do you call pornography
Don't you know I love you till it hurts me baby
Don't you think it's time you had sex with me

Sex with me
Sex with me
Have sex with me

C-c-c-c-come on

Oh yeah
I want you baby

Oh so much love
That you've never seen
Let's make love
Put your trust in me

Don't you listen to what they told you
Because I love you
Let me hold you
Oh

I'm not your brother
I'm not your father
Oh will you ever change your mind
I'm a gentle lover with a heart of gold
But baby you've been so unkind

Come on
I want your sex
Come on
I want your sex
That's right, all night
Oh I want your sex
I want your, sex

Sexy baby's
Sexy body
Keeps me guessing
With a promise
I know we can come together
But the question is
Will we ever ever?

Sexy baby's
(Sexy baby's)
Sexy body
(Sexy body)
Keeps me guessing
(Keeps me guessing)
With a promise
I know we can come together
But the question is
Will we ever ever?

Together
You and me

I want your love","I Want Your Sex, Pts. 1 & 2 [Remastered Version] [Version]",0
Mogwai,(Instrumental),Killing All the Flies,0
Marisela,"Dijiste que ya nunca más
Querías verme
Que todo lo que lleve a ti
Fue mala suerte
Y para no llorar de amor debí ser fuerte
Por todo el cariño que yo
Llegue a tenerte

Pero el tiempo paso y al fin
Logre vencerte
Y un nuevo amor de pronto penetro en mi mente
Por eso  vergüenza sentí
Cuando hoy al verte
Me pediste pensar en ti
Y volver a quererte

No se como has podido
Engañarte así
Sabiendo que no puedo
Sentir mas por ti
Pues hoy me he dado cuenta
Que lo nuestro nunca fue
Mas que una gran tormenta
Un amor de compra y venta

Que no puede compararse a la felicidad
Que ahora estoy sintiendo mía esta libertad
De dar pues lo que tengo
Y recibir lo mismo o mas
Por eso no regreses
Te lo pido ya no vuelvas
Nunca más",Amor de Compra y Venta,0
India.Arie,"I say I love you
You say that's kind
You don't wanna get too close
You loved me crazy
I lost my mind

Listen

You're everything I never wanted
And all the things I didn't need
This ain't who I wanna be
You don't have to stay forever
I'll take passion over pride
Full moon, high tide
Let's make it a long goodbye
Tomorrow we'll pick up the pieces
Try to mend our broken lives
Soft kiss, sweet lies
Let's make it a long goodbye

Yeah,
I cried in silence
I lived through you
I've given everything away
And maybe I can learn to fall
For someone who can give me all
The things I""m not afraid to lose

Whenever you see lonely faces
That's where I'll be
Don't cry for me, no no no no
Don't cry for me, don't cry for me yeah yeah

Hey, don't cry for me, no no no
I'm gonna be okay",Long Goodbye,0
Rocket from the Tombs,"Ain't it fun when you're always on the run
Ain't it fun when your friends despise what you've become
Ain't it fun when you get so high
Well...that you just can't come
Ain't it fun when you know that you're gonna die young


It's such fun


Ain't it fun when you taking care of number one
Ain't it fun when you feel like you just gotta get a gun
Ain't it fun when you just can't seem to find your tongue
Cause you stuck it too deep into something that really stung
It's such fun


Well, so you come up to me and spit right in my face
I didn't even feel it
It was such a disgrace


I broke the window smashed my fist right through the glass
I didn't even feel it
It happened so fast


Such fun


Ain't it fun when you tell her she's just a cunt
Ain't it fun when you she splits and leaves you on the run
Well, Ain't it fun when you broken up every thing that you ever done
Ain't it fun when you know that you're gonna die young


It's such fun
Such fun 
",Ain't It Fun,0
Seduction,"Heartbeat, why do you miss when my baby kisses me?
Heartbeat, why does a love's kiss stay in my memory?
Riddle-dee pat

I know that new love thrills me
I know what will be, will be
Heartbeat, why do you miss when my baby kisses me?
Riddle-dee-pat

And sing to me love stories
Reveal to me love's glory
Heartbeat, why do you miss when my baby kisses me?",Heartbeat,0
Eduardo Costa,"Aquela colcha de retalhos
Que tu fizeste
Juntando pedaço em pedaço
Foi costurada
Serviu para o nosso abrigo
Em nossa pobreza
Aquela colcha de retalhos
Está bem guardada

Agora, na vida rica que estás vivendo
Terás como agasalho colcha de cetim
Mas quando chegar o frio no teu corpo enfermo
Tu hás de lembrar da colcha
E também de mim

Eu sei que hoje não te lembras
Dos dias amargos
Que junto de mim fizeste
Um lindo trabalho
E nesta tua vida alegre
Tens o que queres
Eu sei que esqueceste agora
A colcha de retalhos

Agora, na vida rica que estás vivendo
Terás como agasalho colcha de cetim
Mas quando chegar o frio no teu corpo enfermo
Tu hás de lembrar da colcha
E também de mim

Aquela colcha de retalhos
Que tu fizeste
Juntando pedaço em pedaço
Foi costurada
Serviu para o nosso abrigo
Em nossa pobreza
Aquela colcha de retalhos
Está bem guardada

Agora, na vida rica que estás vivendo
Terás como agasalho colcha de cetim
Mas quando chegar o frio no teu corpo enfermo
Tu hás de lembrar da colcha
E também de mim

Eu sei que hoje não te lembras
Dos dias amargos
Que junto de mim fizeste
Um lindo trabalho
E nesta tua vida alegre
Tens o que queres
Eu sei que esqueceste agora
A colcha de retalhos

Agora, na vida rica que estás vivendo
Terás como agasalho colcha de cetim
Mas quando chegar o frio no teu corpo enfermo
Tu hás de lembrar da colcha
E também de mim",Colcha de Retalhos,0
Grouplove,"Tell me that I've never been the same, I never noticed that
And nothing ever holds me, nothing ever holds me back
And it seems you never think of how I wanted you
Yeah, you say I'm someone, you say I'm something free

You had a lifetime living on your own time
You had a life time living

So tell me, do you love someone?
I'm losing all the time I had
I never had to know about the other
Know about the other side
So tell me, do you love someone?
I'm losing all the time I had
I never had to know about the other
Know about the other side

I can never seem to get all of my words across
But you say I'm someone, you say I'm something free
Yeah, I wish I saw myself the way you see me now
'Cause you see that someone I always want to be

You had a lifetime living on your own time
You had a life time living

So tell me, do you love someone?
I'm losing all the time I had
I never had to know about the other
Know about the other side
So tell me, do you love someone?
I'm losing all the time I had
I never had to know about the other
Know about the other side

And you keep talking so the talking's all we got
Can we keep walking 'til we're turning back the clock
Yeah, we can fight 'til there's nothing left to lose
Let's let it all come down

You had a lifetime living on your own time
You had a lifetime living on your own time
You had a lifetime living on your own time
You had a life time living

So tell me, do you love someone?
I'm losing all the time I had
I never had to know about the other
Know about the other side

And you keep talking so the talking's all we got
Can we keep walking 'til we're turning back the clock
Yeah, we can fight 'til there's nothing left to lose
Let's let it all come down",Do You Love Someone,0
Armin van Buuren,"He said
I am the worldly wise
Just look into my eyes
And wish for anything

And so she held his gaze
And fell into his maze
And saw that world around
Was just a wall of sound

I bet it's all around
See it trough his eyes
I can touch the wall of sound
And feel
I bet it's all around
See it trough his eyes
I can touch the wall of sound
And feel...awake

She felt the warms descent
Her life was start to end
A magic energy

No longer half alive
Emerged and mesmerized
The perfect vision found
Inside the wall of sound

I bet it's all around
See it trough his eyes
I can touch the wall of sound
And feel
I bet it's all around
See it trough his eyes
I can touch the wall of sound
And feel... awake",Wall of Sound,0
Marion Meadows,"My tea's gone cold, I wondering why I got out of bed at all
The morning rain clouds up my window, and I can't see at all
And even if I could it'd all be grey, but your picture on my wall
It reminds me that it's not so bad, it's not so bad

I drank too much last night, got bills to pay, my head just feels in pain
I missed the bus and there'll be hell today, I'm late for work again
And even if I'm there, they'll all imply that I might not last the day
And then you call me and it's not so bad, it's not so bad and

I want to thank you for giving me the best day of my life
Oh just to be with you is having the best day of my life
Push the door, I'm home at last and I'm soaking through and through
Then you handed me a towel and all I see is you
And even if my house falls down now, I wouldn't have a clue
Because you're near me and

I want to thank you for giving me the best day of my life
Oh just to be with you is having the best day of my life

I want to thank you for giving me the best day of my life
Oh just to be with you is having the best day of my life.",Thank You,0
Big Punisher,"C'mon
Yeah yeah, uh, uh-huh
(Oh shit!) 
Hehehe (Oh shit!)

C'mon (yeah yeah) c'mon!
Uh, yeah, this is the motherfuckin' uncut
Long time comin', ya heard?
M.O.P. (c'mon, uh) 
Big motherfuckin' Punisher
What'cha gon' do?
Uh Terror Squad (yeah)
Bronx, Brook-lawn collabo'
Yo, yo, yo
Ya heard me?

This is for my twenty-five to life bidders, pork fried rice eaters
New York, New York, ice rockin' tight wife beaters
We the truth, don't let yo' dead body be the proof
Leave your Wisdom rottin' with holes, and I don't mean ya tooth
I'm hundred proof, that's perfect percentage
Since birth I inherit the gift to spit a verse that refers to ya parent
The spirit's born, here to bring light to the dawn
Made right where you starrin' from night to the mornin'
Plus the light that give light to Muhammad
Or Christ how you want it I got what you need
From God to the streets, c'mon motherfucker you talkin' to me
Big Pun! The papichulo out to screw you
? hunchback, like Quasimoto

[Chorus]
Set off the sirens
Form the alliance
South Bronx, Brook-lawn nigga
New York Giants (c'mon!)
Leave 'em brainless
Hit 'em with the stainless
It's the,
""World's, world's, world's famous!""
C'mon, violence!
Form the alliance
South Bronx, Brook-lawn pa-pa
New York Giants
Leave 'em brainless
Hit 'em with the stainless
It's the,
""World's, world's, world's famous!""

I bring death to your front door like an escort from Hell
Or ring the bell like you wanna just talk, and just, rock your world
Like ? believe me, my Squad get busy if you try to diss me
Cock the glizzy give you one back word to 'Pac and Biggie
Cause my committee ain't only known for the flowin'
Put they holes in your colon send you rollin' like when you're bowlin'
A perfect strike, let me show y'all niggas what I learned from Ike
I hurt your wife, put the trife ass in the earth aight?
I'm shootin' at you, and that's off the top like Supernatural
? turn his moves to statue like Medusa was lookin' at you
Clap you with your own heat, by all means
If this was L.A., I'd be a motherfuckin' O.G.

Set off the sirens
Form the alliance
South Bronx, Brook-lawn nigga
New York Giants (c'mon!)
Leave 'em brainless
Hit 'em with the stainless
It's the,
""World's, world's, world's famous!""
C'mon, violence!

Violence
Form the alliance
B.X.
Violence
B.K.
Violence

I breaks the world off with a bang (bang!)
""How about some"" fuck that! Look nigga, you know the name
It's the One slash, Seven One Eight, slash
M dot O dot P dot, First Family dot
Boogie Down, Brooklyn (damn you)
Step the fuck back, before I get Big Pun to earth-slam you
I rep for my cell block niggas
And cats from Puerto Rico, Uptown screamin' out, ""Perrico!""
Yep, this nigga strike, I've survived mad nigga fights
Lil' Fame, insane brain, to fill your gigabytes
Merc out on machines with loud pipes
Niggabytes, six-double-oh's, and ? bikes

You want Seven One Eight Terror (squad)
William (danze)
First (fam) easy soldier!
I'm not a killer, I just pop a lot
Grew up in Brownsville, in a brownstone, by a vacant lot
Seance got, my mind, my body, and my, soul
Oh! I don't blame you, you switched your game plan
When you found out your main man was named Danze
Nigga, I'm filled with anger!
You fuckin' with a hooded soldier, Code Red your life is in danger
(First family style) all the way out
Bang (Bang) Bang (Bang) til your brains hang out",New York Giants,0
"Harry Connick, Jr.","Pardon me boy, is that the Chattanooga Choo Choo?
Track twenty nine, boy you can gimme a shine
I can afford to board a Chattanooga Choo Choo
I've got my fare and just a trifle to spare
 
You leave the Pennsylvania station 'bout a quarter to four
Read a magazine and then you're in Baltimore
Dinner in the diner, nothing could be finer
Than to have your ham 'n' eggs in Carolina
 
When you hear the whistle blowin' eight to the bar
Then you know that Tennessee is not very far
Shovel all the coal in, gotta keep it rollin'
Woo, woo, Chattanooga, there you are
 
There's gonna be a certain party at the station
Satin and lace, I used to call funny face
She's gonna cry until I tell her that I'll never roam",Chattanooga Choo Choo,0
Grace Kelly,"Maybe I should have saved those left over dreams
Funny, but here's that rainy day
Here's that rainy day they told me about
And I laughed at the thought that it might turn out this way

Where is that worn out wish that I threw aside
After it brought my lover near
It's funny how love becomes a cold rainy day
Funny, that rainy day is here

Funny how love becomes a cold rainy day
Funny, that rainy day is here",Here's That Rainy Day,0
The Cheetah Girls,"There comes a time
When you have to look back
At your life, all the things you know that
You have done, all the things that you've become

It's hard to say, all the reasons that you walk away
Did you think that I was just too strong?
Let me tell you you were wrong

[Chorus]
'Cause even though I made it on my own
Sometimes the world is cold standing alone
I'm reaching for a hand that I can hold
'Cause in the end I'm only human
My heart's not made of steal
I'm looking for someone to break my shield
'Cause even superheroes have to feel
And in the end I'm only human

I may stand my ground
But doesn't mean my mind's not spinning 'round
Don't be deceived by who you think I am
There's so much more you just don't understand

Have you seen me cry?
Have you ever really looked into my eyes?
Would you see the world's around me in that high
Did you ever really try?

[Chorus]

There's so many signs to me
So don't be fooled by what you see
Underneath all of these lies
I'm human on the inside

I'm only human, I'm only human, I'm only human...

[Chorus]

I'm only
I'm only
I'm only
I'm only...Human [Repeat until fade]",Human,0
David Liebman,"So can I tell you a little bit about myself
My armour's worn too thin
Don't want to think
I gotta stop for a while

So can she tell him a little bit about herself
Her patience's wearing out but she want him to realise

[Chorus] 
But I fall so hard it makes me cry out..
So, can he tell her a little bit about himself
He doesn't want to hurt, he wants to start again and be ok

So they tell me a little about themselves
A love that lasts a life, the joy she brings him at the end of the day

[Chorus] 

But I fall so hard it makes me cry out",Fall,0
Amédé Ardoin,"Donc, bye-bye, je m'en vas, mes parents.
Moi, je m'en vas. C'est rapport à la catin.
Donc, jamais j'aurais crû fallait je m'en vas
Moi, tout seul et la quitter derrière.
'Gardez donc, aussi loin, crois vous-même, moi, je suis après aller.
Moi, je la quitte, jamais encore je vas la rejoindre.
Donc, bonsoir, bonsoir, mes parents,
Je suis orphelin il why a beaucoup des années.
Mais il faut je prends mes misères comme ça vient.
Mes parents, il why en a pas un qui veut me voir.
Quand je suis malade, il faut je vas chez les étrangers,
Ça pris eux-autres pour me soigner dans ma souffrance.
O, yé yaie, toi, petite fille,
Je serais curieux te rejoindre quand même une autre fois
Pour moi être capable te dire comment dur ça c'est être orphelin.
""Tite fille, marie-toi, quand toi tu seras capable.",La Valse a Austin Ardoin,0
Kataklysm,"Destiny has proven time and time again
That our ways will deceive us
No matter how hard we try
We fail to realize we are so volatile
We are beings of no historical sense
We desecrate everything we achieve
Never seen, never tried
Never felt, never believed
All the things we value
All the things we love and hate
All the things we are and will not be
And will not feel and will not see
Swallowed in hate beneath the dark waters
Where is your paradise?
All I see is pain beyond pain
No one will ever acknowledge their true faith
It's all lies written in blood
From this day forward we are blind
Death comes calling, we start hiding
This is where you'll see the true strength of man",Centuries (Beneath the Dark Waters),0
Pop Evil,"Why do I live my life
Inside of this hell I'm into
Deeper than the darkest ocean
That's pouring down on me
Here we are once again
The truth is setting in

I'm broken and betrayed
Just tell me your leaving
Before I finally cave in
Take away this pain
It's pulling me under
Your dragging me under
Somebody save me

Break away from your twisted ways
And collide with my entangled age over
Lies that always seem to end
With your poison in my veins
Here we are once again
The truth is setting in

I'm broken and betrayed
Just tell me your leaving
Before I finally cave in
Take away this pain
It's pulling me under
Your dragging me under

I don't want to look back
I just want to start again, again
I don't want to look back
I just want to start again
Without you

It's in my head
This price I pay
It's in my head
Because of you

I'm broken and betrayed
Just tell me your leaving
Before I finally cave in
Take away this pain
It's pulling me under
Your dragging me under

I'm broken and betrayed
I'm broken and betrayed
And that's the price I pay
For breaking a lifeline
Spending a lifetime

I don't want to look back
I just want to start again
Without you

I don't want to look back
I just want to start again
Somebody save me",Broken & Betrayed,0
Airbourne,"Lets go, oh yeah
Spent all of my life breaking all the rules
Stepping out of line, the streets are my school
Can’t get enough, all the good time
Down and live it up, while stand alive

I’m a hell raiser, risk taker, full speed ahead
Till I’m dead in the fast lane
Live wire, wild fire
I’d rather better been take the pain away
You gotta live it up
(You gotta live it up)
You gotta live it up
(You gotta live it up)

The devil make 'em and I don’t give a damn
To hell with the reason, it’s on stare
You got the invitation, I got the booze
Lots of vacation when there’s nothing to lose

I’m a hell raiser, risk taker, full speed ahead
Till I’m dead in the fast lane
Live wire, wild fire
I’d rather better been take the pain away
You gotta live it up
(You gotta live it up)
You gotta live it up
(You gotta live it up), ah yeah

Nothing went live, sleep when I die
Don’t you ever tell me to stop
You gotta live it up
(You gotta live it up)
You gotta live it up

I’m a hell raiser, risk taker, full speed ahead
Till I’m dead in the fast lane
Live wire, wild fire
Live it up
(You gotta live it up)
You gotta live it up
(You gotta live it up)
Oh live it up
(You gotta live it up)
You gotta live it up
(You gotta live it up)
I’m a hell raiser

Nothing went live, sleep when I die
Don’t you ever tell me to stop
You gotta live it up",Live It Up,0
